rmrecnbr,bldrecnbr,bld_descrshort,bld_descr50,floor,rmnbr,rmsqrft,rmstationcnt,deptid,rmtyp,rmsubtyp,rmtyp_descrshort,rmsubtyp_descrshort,dept_descr,falist,occlist,occdeptlist,grantdtlist,rmfnclist,fa_avail,fa_reserve,fa_na,refreshed_at,MGIS-Color
2173397,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7412T,43,1,316023,820,02,PatientBth,InPatnBth,MM  Nsg OH CNE,,,MM UH CVC 7A-1 (316020) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2173398,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7413,304,1,316023,810,01,PatienBdrm,InPatnt,MM  Nsg OH CNE,,,MM UH CVC 7A-1 (316020) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2173399,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7413T,43,1,316023,820,02,PatientBth,InPatnBth,MM  Nsg OH CNE,,,MM UH CVC 7A-1 (316020) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2173400,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7415,269,1,316023,810,01,PatienBdrm,InPatnt,MM  Nsg OH CNE,,,MM UH CVC 7A-1 (316020) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2173401,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7415T,43,2,316023,810,01,PatienBdrm,InPatnt,MM  Nsg OH CNE,,,MM UH CVC 7A-1 (316020) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2097994,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7416,172,1,316023,810,01,PatienBdrm,InPatnt,MM  Nsg OH CNE,,,MM UH CVC 7A-1 (316020) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2122501,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7416T,43,1,316023,820,02,PatientBth,InPatnBth,MM  Nsg OH CNE,,,MM UH CVC 7A-1 (316020) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2097995,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7417,169,1,316023,810,01,PatienBdrm,InPatnt,MM  Nsg OH CNE,,,MM UH CVC 7A-1 (316020) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2100814,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7417T,43,1,316023,820,02,PatientBth,InPatnBth,MM  Nsg OH CNE,,,MM UH CVC 7A-1 (316020) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2097996,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7418,165,1,316023,310,00,Office,Office,MM  Nsg OH CNE,,jgrunawa-STFA,MM UH CVC 7A-1 (316020) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2097998,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7420E,52,0,000500,030,03,Mechanical,ElectEquip,Institutional Org,,,,,Mechanical Area(0030) - 100%,0,0,0,,
2097999,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7422,172,1,316023,810,01,PatienBdrm,InPatnt,MM  Nsg OH CNE,,,MM UH CVC 7B (316036) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098000,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7422T,38,1,316023,820,02,PatientBth,InPatnBth,MM  Nsg OH CNE,,,MM UH CVC 7B (316036) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098001,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7423,173,1,316023,810,01,PatienBdrm,InPatnt,MM  Nsg OH CNE,,,MM UH CVC 7B (316036) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098002,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7423T,41,1,316023,820,02,PatientBth,InPatnBth,MM  Nsg OH CNE,,,MM UH CVC 7B (316036) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098003,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7424,166,1,316023,810,01,PatienBdrm,InPatnt,MM  Nsg OH CNE,,,MM UH CVC 7B (316036) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098004,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7424T,43,1,316023,820,02,PatientBth,InPatnBth,MM  Nsg OH CNE,,,MM UH CVC 7B (316036) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098005,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7425,295,2,316023,810,01,PatienBdrm,InPatnt,MM  Nsg OH CNE,,,MM UH CVC 7B (316036) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098006,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7425T,44,1,316023,820,02,PatientBth,InPatnBth,MM  Nsg OH CNE,,,MM UH CVC 7B (316036) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098007,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7427,293,2,316023,810,01,PatienBdrm,InPatnt,MM  Nsg OH CNE,,,MM UH CVC 7B (316036) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098008,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7427T,44,1,316023,820,02,PatientBth,InPatnBth,MM  Nsg OH CNE,,,MM UH CVC 7B (316036) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098009,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7429,165,1,316023,810,01,PatienBdrm,InPatnt,MM  Nsg OH CNE,,,MM UH CVC 7B (316036) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098010,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7429T,43,1,316023,820,02,PatientBth,InPatnBth,MM  Nsg OH CNE,,,MM UH CVC 7B (316036) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098011,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7430,141,1,316023,810,07,PatienBdrm,InPatnIso,MM  Nsg OH CNE,,,MM UH CVC 7B (316036) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098012,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7430A,37,0,316023,815,02,PatBedSvc,AnteRm,MM  Nsg OH CNE,,,MM UH CVC 7B (316036) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098013,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7430T,28,1,316023,820,02,PatientBth,InPatnBth,MM  Nsg OH CNE,,,MM UH CVC 7B (316036) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098014,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7431,166,1,316023,810,01,PatienBdrm,InPatnt,MM  Nsg OH CNE,,,MM UH CVC 7B (316036) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098015,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7431T,41,1,316023,820,02,PatientBth,InPatnBth,MM  Nsg OH CNE,,,MM UH CVC 7B (316036) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098016,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7432,167,1,316023,810,01,PatienBdrm,InPatnt,MM  Nsg OH CNE,,,MM UH CVC 7B (316036) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098017,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7432T,43,1,316023,820,02,PatientBth,InPatnBth,MM  Nsg OH CNE,,,MM UH CVC 7B (316036) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098018,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7433,295,2,316023,810,01,PatienBdrm,InPatnt,MM  Nsg OH CNE,,,MM UH CVC 7B (316036) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098019,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7433T,44,1,316023,820,02,PatientBth,InPatnBth,MM  Nsg OH CNE,,,MM UH CVC 7B (316036) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098020,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7435,293,2,316023,810,01,PatienBdrm,InPatnt,MM  Nsg OH CNE,,,MM UH CVC 7B (316036) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098021,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7435T,44,1,316023,820,02,PatientBth,InPatnBth,MM  Nsg OH CNE,,,MM UH CVC 7B (316036) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098022,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7437,166,1,316023,810,01,PatienBdrm,InPatnt,MM  Nsg OH CNE,,,MM UH CVC 7B (316036) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098023,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7437T,43,1,316023,820,02,PatientBth,InPatnBth,MM  Nsg OH CNE,,,MM UH CVC 7B (316036) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2122502,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7438,242,0,316023,850,05,Treat/Exam,AcThTrtRm,MM  Nsg OH CNE,,,MM Acute Care Team (315730) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098024,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7439,244,5,316023,350,02,Conference,TeamngArea,MM  Nsg OH CNE,,,MM UH CVC 7C (316460) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098025,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7440,167,1,316023,810,01,PatienBdrm,InPatnt,MM  Nsg OH CNE,,,MM UH CVC 7C (316460) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098026,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7440T,43,1,316023,820,02,PatientBth,InPatnBth,MM  Nsg OH CNE,,,MM UH CVC 7C (316460) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098027,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7441,295,2,316023,810,01,PatienBdrm,InPatnt,MM  Nsg OH CNE,,,MM UH CVC 7C (316460) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098028,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7441T,44,1,316023,820,02,PatientBth,InPatnBth,MM  Nsg OH CNE,,,MM UH CVC 7C (316460) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098029,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7443,295,2,316023,810,01,PatienBdrm,InPatnt,MM  Nsg OH CNE,,,MM UH CVC 7C (316460) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098030,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7443T,44,1,316023,820,02,PatientBth,InPatnBth,MM  Nsg OH CNE,,,MM UH CVC 7C (316460) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098031,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7445,165,1,316023,810,01,PatienBdrm,InPatnt,MM  Nsg OH CNE,,,MM UH CVC 7C (316460) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098032,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7445T,43,1,316023,820,02,PatientBth,InPatnBth,MM  Nsg OH CNE,,,MM UH CVC 7C (316460) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098033,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7446,141,1,316023,810,07,PatienBdrm,InPatnIso,MM  Nsg OH CNE,,,MM UH CVC 7C (316460) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098034,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7446A,35,0,316023,815,02,PatBedSvc,AnteRm,MM  Nsg OH CNE,,,MM UH CVC 7C (316460) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098035,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7446T,28,1,316023,820,02,PatientBth,InPatnBth,MM  Nsg OH CNE,,,MM UH CVC 7C (316460) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098036,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7447,166,1,316023,810,01,PatienBdrm,InPatnt,MM  Nsg OH CNE,,,MM UH CVC 7C (316460) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098037,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7447T,42,1,316023,820,02,PatientBth,InPatnBth,MM  Nsg OH CNE,,,MM UH CVC 7C (316460) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098038,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7448,167,1,316023,810,01,PatienBdrm,InPatnt,MM  Nsg OH CNE,,,MM UH CVC 7C (316460) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098039,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7448T,43,1,316023,820,02,PatientBth,InPatnBth,MM  Nsg OH CNE,,,MM UH CVC 7C (316460) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098040,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7449,293,2,316023,810,01,PatienBdrm,InPatnt,MM  Nsg OH CNE,,,MM UH CVC 7C (316460) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098041,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7449T,44,1,316023,820,02,PatientBth,InPatnBth,MM  Nsg OH CNE,,,MM UH CVC 7C (316460) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098042,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7451,293,2,316023,810,01,PatienBdrm,InPatnt,MM  Nsg OH CNE,,,MM UH CVC 7C (316460) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098043,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7451T,43,1,316023,820,02,PatientBth,InPatnBth,MM  Nsg OH CNE,,,MM UH CVC 7C (316460) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098044,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7453,167,1,316023,810,01,PatienBdrm,InPatnt,MM  Nsg OH CNE,,,MM UH CVC 7C (316460) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098045,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7453T,43,1,316023,820,02,PatientBth,InPatnBth,MM  Nsg OH CNE,,,MM UH CVC 7C (316460) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098046,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7454,174,1,316023,810,01,PatienBdrm,InPatnt,MM  Nsg OH CNE,,,MM UH CVC 7C (316460) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098047,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7454T,41,1,316023,820,02,PatientBth,InPatnBth,MM  Nsg OH CNE,,,MM UH CVC 7C (316460) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098048,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7455,172,1,316023,810,01,PatienBdrm,InPatnt,MM  Nsg OH CNE,,,MM UH CVC 7C (316460) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098049,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7455T,38,1,316023,820,02,PatientBth,InPatnBth,MM  Nsg OH CNE,,,MM UH CVC 7C (316460) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098050,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7500A,381,0,000500,020,06,Circulat'n,LobbyVest,Institutional Org,,,,,Circulation Area(0020) - 100%,0,0,0,,
2098051,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7500X,286,0,000500,020,07,Circulat'n,Stair,Institutional Org,,,,,Circulation Area(0020) - 100%,0,0,0,,
2100725,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7500Z,1561,0,000500,020,01,Circulat'n,PubCorr,Institutional Org,,,,,Circulation Area(0020) - 100%,0,0,0,,
2098052,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7501,152,7,316023,880,02,PublicWait,ReceptWtg,MM  Nsg OH CNE,,,MM UH CVC 7D (316100) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098053,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7502,88,2,316023,310,00,Office,Office,MM  Nsg OH CNE,,ederen-STFA; sleggett-STFA,MM UH CVC 7D (316100) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098054,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7503,118,6,316023,880,02,PublicWait,ReceptWtg,MM  Nsg OH CNE,,,MM UH CVC 7D (316100) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098055,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7504,555,15,316016,310,15,Office,OpenWkSta,MM OH Care Mgt Admin,,csteller-STFA; cherylhe-STFA; kareness-STFA; salantaa-STFA; rmarzec-STFA; mchllsmt-STFA; cmcgreev-STFA; jahi-STFA; brazeehe-STFA; thebrown-STFA; dshubbar-STFA; owendi-STFA; vasherm-STFA; richmagi-STFA; mcano-STFA; vedwards-STFA,MM OH Care Mgt (314241) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098056,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7507,169,4,314420,310,16,Office,FlexOffice,MM Pharmacy Administration,,,MM Pharmacy Administration (314420) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2122503,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7520,53,1,316023,895,01,StfOnCallS,OnCllBthrm,MM  Nsg OH CNE,,,MM UH CVC 7D (316100) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2176281,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7600Z,579,0,000500,020,01,Circulat'n,PubCorr,Institutional Org,,,,,Circulation Area(0020) - 100%,0,0,0,,
2098059,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7601,80,2,315480,310,16,Office,FlexOffice,MM Int Med Admin/Overhead,,,MM Interventnl Nephrology Unit (315872) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098060,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7602,81,2,315480,310,00,Office,Office,MM Int Med Admin/Overhead,,lorrianp-STFC; aikasper-STFC,MM Acute Hemodialysis (315860) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098061,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7603,117,3,315480,310,00,Office,Office,MM Int Med Admin/Overhead,,ashemke-STFC; lcrimmin-STFC,MM Interventnl Nephrology Unit (315872) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098062,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7604,64,0,315480,845,01,SurgerySvc,ClnLin/MdS,MM Int Med Admin/Overhead,,,MM Acute Hemodialysis (315860) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098063,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7605,120,2,311679,890,02,StaffOnCal,HseOfcrOnC,MM CE COO Administration,,,MM CE COO Administration (311679) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098064,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7606,92,1,316023,310,16,Office,FlexOffice,MM  Nsg OH CNE,,,MM UH CVC 7D (316100) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098065,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7607,401,0,315480,835,05,NurseStnSr,PrepStgRm,MM Int Med Admin/Overhead,,,MM Acute Hemodialysis (315860) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098068,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7610,148,0,316023,315,09,Office Svc,DptLounge,MM  Nsg OH CNE,,,MM UH CVC 7D (316100) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098069,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7611,57,0,316023,315,07,Office Svc,StaffLkrRm,MM  Nsg OH CNE,,,MM UH CVC 7D (316100) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098070,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7611T,28,1,316023,315,06,Office Svc,AsgnToilet,MM  Nsg OH CNE,,,MM UH CVC 7D (316100) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098071,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7612,208,0,316023,315,07,Office Svc,StaffLkrRm,MM  Nsg OH CNE,,,MM UH CVC 7D (316100) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098072,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7612T,36,1,316023,315,06,Office Svc,AsgnToilet,MM  Nsg OH CNE,,,MM UH CVC 7D (316100) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098073,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7614,43,0,316023,635,04,FoodFacSvc,FoodStPrep,MM  Nsg OH CNE,,,MM UH CVC 7D (316100) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098074,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7615,279,20,316023,350,02,Conference,TeamngArea,MM  Nsg OH CNE,,,MM UH CVC 7D (316100) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098075,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7618,99,1,316023,310,00,Office,Office,MM  Nsg OH CNE,,atoews-STFA,MM UH CVC 7D (316100) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098076,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7620,432,0,313419,730,02,CenStorage,MultiPrps,MM Environmental Svcs - Admin,,,MM Environmental Svcs - Admin (313419) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098077,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7700X,293,0,000500,020,07,Circulat'n,Stair,Institutional Org,,,,,Circulation Area(0020) - 100%,0,0,0,,
2098078,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7700Z,1114,0,000500,020,01,Circulat'n,PubCorr,Institutional Org,,,,,Circulation Area(0020) - 100%,0,0,0,,
2098079,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7701T,46,0,000500,040, ,PubRestRm, ,Institutional Org,,,,,Public Restroom(0040) - 100%,0,0,0,,
2098080,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7702T,25,0,000500,040, ,PubRestRm, ,Institutional Org,,,,,Public Restroom(0040) - 100%,0,0,0,,
2098081,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7703C,61,0,000500,030,02,Mechanical,Comm,Institutional Org,,,,,Mechanical Area(0030) - 100%,0,0,0,,
2098082,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7704,62,1,315480,310,00,Office,Office,MM Int Med Admin/Overhead,,vliebbe-STFC,MM Acute Hemodialysis (315860) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098083,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7705J,35,0,000500,010,02,Custodial,JanClos,Institutional Org,,,,,Custodial Area(0010) - 100%,0,0,0,,
2098084,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7705T,36,0,000500,040, ,PubRestRm, ,Institutional Org,,,,,Public Restroom(0040) - 100%,0,0,0,,
2098085,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7706,181,0,315480,835,02,NurseStnSr,ClnLin/MdS,MM Int Med Admin/Overhead,,,MM Acute Hemodialysis (315860) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098086,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7708,123,0,315480,835,07,NurseStnSr,SoiledLin,MM Int Med Admin/Overhead,,,MM Acute Hemodialysis (315860) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098087,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7709,55,0,315480,870,05,CentralSup,WaterTrtmt,MM Int Med Admin/Overhead,,,MM Acute Hemodialysis (315860) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098088,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7710,98,0,315480,855,03,Tr/ExamSvc,EqmtStrgRm,MM Int Med Admin/Overhead,,,MM Acute Hemodialysis (315860) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098089,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7711,170,0,316023,315,01,Office Svc,SupplyRm,MM  Nsg OH CNE,,,MM UH CVC 7D (316100) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098090,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7713,108,1,316023,310,00,Office,Office,MM  Nsg OH CNE,,tavillal-STFA,MM UH CVC 7D (316100) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098091,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7714,77,2,316023,310,00,Office,Office,MM  Nsg OH CNE,,,MM Nsg OH APRN Admin (316069) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098094,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7715,134,0,316023,835,04,NurseStnSr,MedSupply,MM  Nsg OH CNE,,,MM UH CVC 7D (316100) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098092,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7716,135,0,316023,835,04,NurseStnSr,MedSupply,MM  Nsg OH CNE,,,MM UH CVC 7D (316100) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098093,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7717,86,0,316023,835,07,NurseStnSr,SoiledLin,MM  Nsg OH CNE,,,MM UH CVC 7D (316100) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098095,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7720C,86,0,000500,030,02,Mechanical,Comm,Institutional Org,,,,,Mechanical Area(0030) - 100%,0,0,0,,
2098096,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7720E,92,0,000500,030,03,Mechanical,ElectEquip,Institutional Org,,,,,Mechanical Area(0030) - 100%,0,0,0,,
2098098,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7800T,37,1,315480,820,02,PatientBth,InPatnBth,MM Int Med Admin/Overhead,,,MM Interventnl Nephrology Unit (315872) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098099,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7800Z,963,0,000500,020,01,Circulat'n,PubCorr,Institutional Org,,,,,Circulation Area(0020) - 100%,0,0,0,,
2098100,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7802,178,3,315480,830,00,Nurse Stat,Nurse Stat,MM Int Med Admin/Overhead,,,MM Interventnl Nephrology Unit (315872) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098101,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7802A,153,0,315480,850,04,Treat/Exam,TherTrtmt,MM Int Med Admin/Overhead,,,MM Interventnl Nephrology Unit (315872) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098102,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7802B,370,0,315480,850,04,Treat/Exam,TherTrtmt,MM Int Med Admin/Overhead,,,MM Interventnl Nephrology Unit (315872) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2098104,1000316,U HOSP,UNIVERSITY HOSPITAL,07,7810,131,0,315480,850,04,Treat/Exam,TherTrtmt,MM Int Med Admin/Overhead,,,MM Acute Hemodialysis (315860) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
